Country,Year,Month,Temperature
Algeria,1926,01,10.2226538462
Algeria,1926,02,12.477037037
Algeria,1926,03,12.8131923077
Algeria,1926,04,15.8174615385
Algeria,1926,05,17.5392413793
Algeria,1926,06,22.3996153846
Algeria,1926,07,25.9762857143
Algeria,1926,08,25.6239583333
Algeria,1926,09,23.8400384615
Algeria,1926,10,21.2681481481
Algeria,1926,11,13.5796923077
Algeria,1926,12,8.35059259259
Algeria,1927,01,8.12415789474
Algeria,1927,02,9.703
Algeria,1927,03,12.6551428571
Algeria,1927,04,15.6304642857
Algeria,1927,05,19.7953333333
Algeria,1927,06,23.86788
Algeria,1927,07,25.8504444444
Algeria,1927,08,27.65728
Algeria,1927,09,23.8705714286
Algeria,1927,10,18.5251034483
Algeria,1927,11,13.4709
Algeria,1927,12,10.9940666667
Algeria,1928,01,8.78089285714
Algeria,1928,02,10.578
Algeria,1928,03,12.6679285714
Algeria,1928,04,15.6765172414
Algeria,1928,05,17.4108
Algeria,1928,06,24.513
Algeria,1928,07,26.5519565217
Algeria,1928,08,27.945375
Algeria,1928,09,23.94096
Algeria,1928,10,18.8175
Algeria,1928,11,12.4136538462
Algeria,1928,12,8.49870833333
Algeria,1929,01,8.08688461538
Algeria,1929,02,9.75164
Algeria,1929,03,11.9238518519
Algeria,1929,04,15.8393214286
Algeria,1929,05,17.72652
Algeria,1929,06,22.99856
Algeria,1929,07,26.531625
Algeria,1929,08,25.046875
Algeria,1929,09,23.46016
Algeria,1929,10,17.8117407407
Algeria,1929,11,12.385962963
Algeria,1929,12,10.7957692308
Algeria,1930,01,9.86104166667
Algeria,1930,02,8.60375
Algeria,1930,03,13.5098076923
Algeria,1930,04,14.2751851852
Algeria,1930,05,18.7297857143
Algeria,1930,06,22.0150769231
Algeria,1930,07,25.9759230769
Algeria,1930,08,26.988962963
Algeria,1930,09,23.0957307692
Algeria,1930,10,19.6483846154
Algeria,1930,11,15.166
Algeria,1930,12,11.3580344828
Algeria,1931,01,8.9144375
Algeria,1931,02,7.52729411765
Algeria,1931,03,14.948137931
Algeria,1931,04,15.9090322581
Algeria,1931,05,19.5523103448
Algeria,1931,06,26.3150967742
Algeria,1931,07,28.1931935484
Algeria,1931,08,28.0405666667
Algeria,1931,09,22.7027741935
Algeria,1931,10,19.0589714286
Algeria,1931,11,14.1781111111
Algeria,1931,12,8.56535294118
Algeria,1932,01,8.86847058824
Algeria,1932,02,8.90808823529
Algeria,1932,03,13.3807142857
Algeria,1932,04,15.2343888889
Algeria,1932,05,19.9185833333
Algeria,1932,06,23.1387352941
Algeria,1932,07,25.4080294118
Algeria,1932,08,26.9861935484
Algeria,1932,09,24.438
Algeria,1932,10,18.5724137931
Algeria,1932,11,13.5933030303
Algeria,1932,12,11.0506969697
Algeria,1933,01,8.60046875
Algeria,1933,02,10.9322941176
Algeria,1933,03,12.1214411765
Algeria,1933,04,16.2744
Algeria,1933,05,20.2387058824
Algeria,1933,06,21.9676969697
Algeria,1933,07,26.5074666667
Algeria,1933,08,27.268875
Algeria,1933,09,24.8704
Algeria,1933,10,21.4447272727
Algeria,1933,11,12.3802258065
Algeria,1933,12,9.46392857143
Algeria,1934,01,7.99251428571
Algeria,1934,02,8.92313888889
Algeria,1934,03,10.4288
Algeria,1934,04,15.6125714286
Algeria,1934,05,18.5094857143
Algeria,1934,06,24.4487428571
Algeria,1934,07,27.6778235294
Algeria,1934,08,26.9116571429
Algeria,1934,09,23.7385
Algeria,1934,10,17.9608125
Algeria,1934,11,13.6262424242
Algeria,1934,12,12.3919354839
Algeria,1935,01,7.14487878788
Algeria,1935,02,9.762
Algeria,1935,03,12.5985588235
Algeria,1935,04,16.3305142857
Algeria,1935,05,17.6072121212
Algeria,1935,06,25.4050588235
Algeria,1935,07,27.7514857143
Algeria,1935,08,28.1563823529
Algeria,1935,09,24.8639142857
Algeria,1935,10,17.6740588235
Algeria,1935,11,14.338
Algeria,1935,12,11.2641666667
Algeria,1936,01,12.1265277778
Algeria,1936,02,13.3287027027
Algeria,1936,03,13.3135789474
Algeria,1936,04,16.4714210526
Algeria,1936,05,16.8223783784
Algeria,1936,06,22.345972973
Algeria,1936,07,27.3256923077
Algeria,1936,08,27.06875
Algeria,1936,09,25.1583333333
Algeria,1936,10,16.6583333333
Algeria,1936,11,12.6548947368
Algeria,1936,12,8.89762162162
Algeria,1937,01,10.8476190476
Algeria,1937,02,13.0523809524
Algeria,1937,03,14.419047619
Algeria,1937,04,17.0236451613
Algeria,1937,05,19.4016363636
Algeria,1937,06,24.4642857143
Algeria,1937,07,27.3748529412
Algeria,1937,08,28.0854705882
Algeria,1937,09,23.8579677419
Algeria,1937,10,19.57325
Algeria,1937,11,16.72840625
Algeria,1937,12,9.7895483871
Algeria,1938,01,9.10854285714
Algeria,1938,02,8.82364705882
Algeria,1938,03,11.8115277778
Algeria,1938,04,14.1267027027
Algeria,1938,05,18.0194054054
Algeria,1938,06,25.4466756757
Algeria,1938,07,27.6997297297
Algeria,1938,08,27.2649736842
Algeria,1938,09,23.8177777778
Algeria,1938,10,19.4533157895
Algeria,1938,11,14.1780526316
Algeria,1938,12,9.65038461538
Algeria,1939,01,9.87678571429
Algeria,1939,02,9.64259259259
Algeria,1939,03,11.368
Algeria,1939,04,14.0839285714
Algeria,1939,05,16.4321428571
Algeria,1939,06,23.036
Algeria,1939,07,28.552
Algeria,1939,08,26.998
Algeria,1939,09,23.9086956522
Algeria,1939,10,20.514
Algeria,1939,11,13.626
Algeria,1939,12,10.325
Algeria,1940,01,9.16629032258
Algeria,1940,02,12.28775
Algeria,1940,03,15.3483928571
Algeria,1940,04,15.9141538462
Algeria,1940,05,19.84852
Algeria,1940,06,22.3419259259
Algeria,1940,07,27.3026666667
Algeria,1940,08,27.259
Algeria,1940,09,24.2405
Algeria,1940,10,18.9756
Algeria,1940,11,13.4876538462
Algeria,1940,12,8.15888
Algeria,1941,01,9.46696153846
Algeria,1941,02,11.9924444444
Algeria,1941,03,14.23848
Algeria,1941,04,16.26676
Algeria,1941,05,18.6040434783
Algeria,1941,06,24.1231666667
Algeria,1941,07,27.2722173913
Algeria,1941,08,28.288826087
Algeria,1941,09,22.9441666667
Algeria,1941,10,18.3101363636
Algeria,1941,11,13.0343333333
Algeria,1941,12,9.1382173913
Algeria,1942,01,8.02513636364
Algeria,1942,02,8.6397826087
Algeria,1942,03,14.615875
Algeria,1942,04,17.8459166667
Algeria,1942,05,21.96032
Algeria,1942,06,25.5692
Algeria,1942,07,28.1429583333
Algeria,1942,08,27.7616956522
Algeria,1942,09,24.0135714286
Algeria,1942,10,20.2232173913
Algeria,1942,11,14.5022916667
Algeria,1942,12,10.67648
Algeria,1943,01,10.39525
Algeria,1943,02,10.0895357143
Algeria,1943,03,12.2448333333
Algeria,1943,04,17.0570571429
Algeria,1943,05,19.7065833333
Algeria,1943,06,24.7195128205
Algeria,1943,07,28.1568823529
Algeria,1943,08,27.0251428571
Algeria,1943,09,24.24671875
Algeria,1943,10,18.6686785714
Algeria,1943,11,11.7625517241
Algeria,1943,12,10.0698846154
Algeria,1944,01,7.67885714286
Algeria,1944,02,7.88369230769
Algeria,1944,03,11.12852
Algeria,1944,04,16.82556
Algeria,1944,05,21.8435652174
Algeria,1944,06,24.8675
Algeria,1944,07,28.6069130435
Algeria,1944,08,28.9024583333
Algeria,1944,09,25.06484
Algeria,1944,10,18.3020416667
Algeria,1944,11,14.1321666667
Algeria,1944,12,9.14048
Algeria,1945,01,7.19308
Algeria,1945,02,10.8754166667
Algeria,1945,03,13.2159565217
Algeria,1945,04,20.5583333333
Algeria,1945,05,23.68105
Algeria,1945,06,26.5473333333
Algeria,1945,07,28.9445
Algeria,1945,08,28.7496190476
Algeria,1945,09,25.4792173913
Algeria,1945,10,18.3289047619
Algeria,1945,11,15.6157777778
Algeria,1945,12,11.3778333333
Algeria,1946,01,9.27705263158
Algeria,1946,02,10.2764117647
Algeria,1946,03,13.8827058824
Algeria,1946,04,17.8902941176
Algeria,1946,05,20.5516
Algeria,1946,06,26.04525
Algeria,1946,07,27.8321111111
Algeria,1946,08,28.6183529412
Algeria,1946,09,26.6533888889
Algeria,1946,10,20.7788125
Algeria,1946,11,15.2152222222
Algeria,1946,12,10.2938666667
Algeria,1947,01,9.89919047619
Algeria,1947,02,12.8434285714
Algeria,1947,03,17.5988888889
Algeria,1947,04,17.3588947368
Algeria,1947,05,20.3381363636
Algeria,1947,06,26.7019090909
Algeria,1947,07,28.6993809524
Algeria,1947,08,28.1904545455
Algeria,1947,09,25.5172941176
Algeria,1947,10,21.0859473684
Algeria,1947,11,14.6694210526
Algeria,1947,12,9.60565
Algeria,1948,01,10.1192727273
Algeria,1948,02,12.4795652174
Algeria,1948,03,13.13604
Algeria,1948,04,17.2333181818
Algeria,1948,05,20.4879047619
Algeria,1948,06,25.4581363636
Algeria,1948,07,27.3371578947
Algeria,1948,08,28.2653529412
Algeria,1948,09,25.0537777778
Algeria,1948,10,20.3827
Algeria,1948,11,13.635
Algeria,1948,12,9.80868181818
Algeria,1949,01,9.38189473684
Algeria,1949,02,9.57894444444
Algeria,1949,03,12.63185
Algeria,1949,04,18.3492105263
Algeria,1949,05,19.8896315789
Algeria,1949,06,27.1836666667
Algeria,1949,07,28.8318823529
Algeria,1949,08,27.9621111111
Algeria,1949,09,26.7917894737
Algeria,1949,10,20.1149545455
Algeria,1949,11,14.2606818182
Algeria,1949,12,11.9413
Algeria,1950,01,9.0275
Algeria,1950,02,11.5790526316
Algeria,1950,03,12.7167142857
Algeria,1950,04,16.8942142857
Algeria,1950,05,21.8405
Algeria,1950,06,27.1225555556
Algeria,1950,07,29.2011578947
Algeria,1950,08,28.3564736842
Algeria,1950,09,25.3426842105
Algeria,1950,10,19.0358571429
Algeria,1950,11,14.6254761905
Algeria,1950,12,9.5424
Algeria,1951,01,8.62963636364
Algeria,1951,02,11.002173913
Algeria,1951,03,15.0390416667
Algeria,1951,04,17.44752
Algeria,1951,05,19.13152
Algeria,1951,06,25.66808
Algeria,1951,07,28.5697916667
Algeria,1951,08,28.5324583333
Algeria,1951,09,24.35508
Algeria,1951,10,17.01325
Algeria,1951,11,14.2694
Algeria,1951,12,10.64696
Algeria,1952,01,7.75352
Algeria,1952,02,9.22723076923
Algeria,1952,03,15.4855
Algeria,1952,04,15.7690357143
Algeria,1952,05,19.8097407407
Algeria,1952,06,28.0553333333
Algeria,1952,07,29.1349230769
Algeria,1952,08,28.857037037
Algeria,1952,09,24.8999615385
Algeria,1952,10,20.5965384615
Algeria,1952,11,14.1454444444
Algeria,1952,12,10.0311851852
Algeria,1953,01,7.09822222222
Algeria,1953,02,9.10611111111
Algeria,1953,03,11.0407407407
Algeria,1953,04,18.3061851852
Algeria,1953,05,20.7205925926
Algeria,1953,06,23.9454814815
Algeria,1953,07,28.7659259259
Algeria,1953,08,26.8955555556
Algeria,1953,09,24.7535384615
Algeria,1953,10,19.0608928571
Algeria,1953,11,13.9359642857
Algeria,1953,12,11.9415357143
Algeria,1954,01,7.83339285714
Algeria,1954,02,9.55925
Algeria,1954,03,13.2188571429
Algeria,1954,04,14.8146785714
Algeria,1954,05,20.93685
Algeria,1954,06,25.4250714286
Algeria,1954,07,26.7063928571
Algeria,1954,08,26.9632068966
Algeria,1954,09,25.1812068966
Algeria,1954,10,18.1634285714
Algeria,1954,11,15.4511428571
Algeria,1954,12,10.5211071429
Algeria,1955,01,11.9892068966
Algeria,1955,02,12.8335714286
Algeria,1955,03,14.2135263158
Algeria,1955,04,15.6592068966
Algeria,1955,05,22.2288275862
Algeria,1955,06,25.3742068966
Algeria,1955,07,29.5691111111
Algeria,1955,08,28.3037142857
Algeria,1955,09,24.0388214286
Algeria,1955,10,18.9924642857
Algeria,1955,11,15.2654074074
Algeria,1955,12,11.8555
Algeria,1956,01,10.4216896552
Algeria,1956,02,6.98557142857
Algeria,1956,03,12.3348214286
Algeria,1956,04,15.8096071429
Algeria,1956,05,19.8972068966
Algeria,1956,06,23.4534285714
Algeria,1956,07,27.638
Algeria,1956,08,28.4395517241
Algeria,1956,09,25.0516551724
Algeria,1956,10,18.7609655172
Algeria,1956,11,11.6880344828
Algeria,1956,12,8.59868965517
Algeria,1957,01,7.58070967742
Algeria,1957,02,12.619516129
Algeria,1957,03,14.7196060606
Algeria,1957,04,14.8588387097
Algeria,1957,05,18.8979375
Algeria,1957,06,23.7811176471
Algeria,1957,07,27.6447714286
Algeria,1957,08,28.083
Algeria,1957,09,24.7118055556
Algeria,1957,10,18.2786857143
Algeria,1957,11,12.8304864865
Algeria,1957,12,8.9835
Algeria,1958,01,9.24788571429
Algeria,1958,02,12.6399142857
Algeria,1958,03,13.6886388889
Algeria,1958,04,15.5675588235
Algeria,1958,05,22.0680555556
Algeria,1958,06,25.8502285714
Algeria,1958,07,27.9053142857
Algeria,1958,08,28.6146153846
Algeria,1958,09,25.403125
Algeria,1958,10,19.1676585366
Algeria,1958,11,13.3607948718
Algeria,1958,12,12.1602432432
Algeria,1959,01,10.3993513514
Algeria,1959,02,9.91744736842
Algeria,1959,03,14.8652307692
Algeria,1959,04,16.3561578947
Algeria,1959,05,20.0873243243
Algeria,1959,06,24.9999714286
Algeria,1959,07,28.2463333333
Algeria,1959,08,27.8996470588
Algeria,1959,09,25.5227352941
Algeria,1959,10,19.4619444444
Algeria,1959,11,13.7121666667
Algeria,1959,12,10.8476388889
Algeria,1960,01,9.78745714286
Algeria,1960,02,13.5047428571
Algeria,1960,03,14.5506388889
Algeria,1960,04,15.5231428571
Algeria,1960,05,21.2542058824
Algeria,1960,06,25.5391388889
Algeria,1960,07,28.4821875
Algeria,1960,08,29.2809
Algeria,1960,09,24.75
Algeria,1960,10,20.3329142857
